04/27/11 - 16:47:43; Successful Startup
04/29/11 - 19:09:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:09:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:07; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:10:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:07; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:11:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
